chapter	pdf_pages	section	source_kind	material_type	german	canonical_german	editorial_decision	editorial_note	editorial_references	decision	existing_deck_ids	existing_source_texts	proposed_target_deck_id	review_flags	source_note
8	189	Beim Arzt	Lernwortschatz	phrase	die Bauchschmerzen	die Bauchschmerzen	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-dokter-apotek		
8	189	Beim Arzt	Lernwortschatz	phrase	die Rückenschmerzen	die Rückenschmerzen	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-dokter-apotek		
8	189	Beim Arzt	Lernwortschatz	phrase	der Schmerz	der Schmerz	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-dokter-apotek		
8	189	Beim Arzt	Lernwortschatz	phrase	die Kopfschmerzen	die Kopfschmerzen	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-dokter-apotek		
8	189	Beim Arzt	Lernwortschatz	phrase	der Tipp	der Tipp	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-dokter-apotek		
8	189	Beim Arzt	Lernwortschatz	phrase	die Krankenschwester	die Krankenschwester	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-dokter-apotek		
8	189	Beim Arzt	Lernwortschatz	phrase	der Physiotherapeut	der Physiotherapeut	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-dokter-apotek		
8	189	Beim Arzt	Lernwortschatz	sentence	Aua!	Aua!	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata		
8	189	Beim Arzt	Lernwortschatz	word	wehtun	wehtun	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Duden/DWDS	ADD_TO_NEW_DECK			de-id-a1-kata-tubuh-kesehatan		
8	189	Beim Arzt	Lernwortschatz	phrase	das Halsweh	das Halsweh	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-dokter-apotek		
8	189	Beim Arzt	Lernwortschatz	phrase	das Mittel	das Mittel	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-dokter-apotek		
8	190	Arzt und Apotheke	Redemittel	sentence	Was fehlt Ihnen?	Was fehlt Ihnen?	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata	PATTERN_OR_PLACEHOLDER	
8	190	Arzt und Apotheke	Redemittel	sentence	Wo haben Sie Schmerzen?	Wo haben Sie Schmerzen?	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata	PATTERN_OR_PLACEHOLDER	
8	190	Arzt und Apotheke	Redemittel	sentence	Tut das weh?	Tut das weh?	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata	PATTERN_OR_PLACEHOLDER	
8	190	Arzt und Apotheke	Redemittel	sentence	Haben Sie Kopfschmerzen?	Haben Sie Kopfschmerzen?	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata	PATTERN_OR_PLACEHOLDER	
8	190	Arzt und Apotheke	Redemittel	sentence	Ich schreibe Ihnen ein Rezept.	Ich schreibe Ihnen ein Rezept.	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata		
8	190	Arzt und Apotheke	Redemittel	sentence	Ich fühle mich nicht gut.	Ich fühle mich nicht gut.	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata		
8	190	Arzt und Apotheke	Redemittel	sentence	Mir geht es nicht gut.	Mir geht es nicht gut.	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata		
8	190	Arzt und Apotheke	Redemittel	sentence	Ich habe Bauchschmerzen.	Ich habe Bauchschmerzen.	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata		
8	190	Arzt und Apotheke	Redemittel	sentence	Mein Arm tut weh.	Mein Arm tut weh.	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata		
8	190	Arzt und Apotheke	Redemittel	sentence	Wie oft soll ich die Medikamente nehmen?	Wie oft soll ich die Medikamente nehmen?	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata	PATTERN_OR_PLACEHOLDER	
8	190	Arzt und Apotheke	Redemittel	sentence	Wann soll ich die Medikamente nehmen?	Wann soll ich die Medikamente nehmen?	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata	PATTERN_OR_PLACEHOLDER	
8	190	Arzt und Apotheke	Redemittel	sentence	Darf ich rauchen?	Darf ich rauchen?	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata	PATTERN_OR_PLACEHOLDER	
8	190	Arzt und Apotheke	Redemittel	sentence	Wann darf ich wieder Sport machen?	Wann darf ich wieder Sport machen?	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata	PATTERN_OR_PLACEHOLDER	
8	190	Arzt und Apotheke	Redemittel	sentence	Wie lange muss ich im Bett bleiben?	Wie lange muss ich im Bett bleiben?	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata	PATTERN_OR_PLACEHOLDER	
8	190	Arzt und Apotheke	Redemittel	sentence	Ich brauche eine Krankenschreibung.	Ich brauche eine Krankenschreibung.	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata		
8	190	Arzt und Apotheke	Redemittel	sentence	Trinken Sie viel Wasser!	Trinken Sie viel Wasser!	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata		
8	190	Arzt und Apotheke	Redemittel	sentence	Nehmen Sie die Tablette nach dem Essen!	Nehmen Sie die Tablette nach dem Essen!	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata		
8	190	Arzt und Apotheke	Redemittel	sentence	Schlafen Sie viel!	Schlafen Sie viel!	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata		
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	schwimmen – ist geschwommen	schwimmen – ist geschwommen	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi		
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	Fußball spielen – hat Fußball gespielt	Fußball spielen – hat Fußball gespielt	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi		
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	kochen – hat gekocht	kochen – hat gekocht	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi		
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	Musik hören – hat Musik gehört	Musik hören – hat Musik gehört	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi		
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	tanzen – hat getanzt	tanzen – hat getanzt	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi		
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	Fahrrad fahren – ist Fahrrad gefahren	Fahrrad fahren – ist Fahrrad gefahren	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi		
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	lesen – hat gelesen	lesen – hat gelesen	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi		
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	fotografieren – hat fotografiert	fotografieren – hat fotografiert	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi		
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	singen – hat gesungen	singen – hat gesungen	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi		
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	malen – hat gemalt	malen – hat gemalt	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi		
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	reisen – ist gereist	reisen – ist gereist	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi		
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	machen – hat gemacht	machen – hat gemacht	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi		
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	joggen – hat gejoggt	joggen – hat gejoggt	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi		
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	backen – hat gebacken	backen – hat gebacken	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi		
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	reden – hat geredet	reden – hat geredet	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi		
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	sprechen – hat gesprochen	sprechen – hat gesprochen	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi		
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	schmecken – hat geschmeckt	schmecken – hat geschmeckt	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi		
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	anrufen – hat angerufen	anrufen – hat angerufen	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi		
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	antworten – hat geantwortet	antworten – hat geantwortet	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi		
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	lernen – hat gelernt	lernen – hat gelernt	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi		
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	bekommen – hat bekommen	bekommen – hat bekommen	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi		
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	ansehen – hat angesehen	ansehen – hat angesehen	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi		
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	aussehen – hat ausgesehen	aussehen – hat ausgesehen	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi		
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	empfehlen – hat empfohlen	empfehlen – hat empfohlen	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi		
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	erzählen – hat erzählt	erzählen – hat erzählt	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi		
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	entdecken – hat entdeckt	entdecken – hat entdeckt	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi		
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	verstehen – hat verstanden	verstehen – hat verstanden	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi		
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	aufstehen – ist aufgestanden	aufstehen – ist aufgestanden	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi		
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	mitkommen – ist mitgekommen	mitkommen – ist mitgekommen	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi		
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	ankommen – ist angekommen	ankommen – ist angekommen	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi		
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	lachen – hat gelacht	lachen – hat gelacht	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi		
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	genießen – hat genossen	genießen – hat genossen	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi		
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	umtauschen – hat umgetauscht	umtauschen – hat umgetauscht	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi		
9	204	Nomen	Lernwortschatz	phrase	die Freizeit	die Freizeit	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi		
9	204	Nomen	Lernwortschatz	phrase	das Hobby	das Hobby	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi		
9	204	Nomen	Lernwortschatz	phrase	der Freund	der Freund	MERGE_BOOK_DUPLICATE	Gabungkan dengan rekaman sumber pertama baris data 256.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi	REPEATED_IN_BOOK	
9	204	Nomen	Lernwortschatz	phrase	die Freundin	die Freundin	MERGE_BOOK_DUPLICATE	Gabungkan dengan rekaman sumber pertama baris data 257.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi	REPEATED_IN_BOOK	
9	204	Nomen	Lernwortschatz	phrase	die Familie	die Familie	MERGE_BOOK_DUPLICATE	Gabungkan dengan rekaman sumber pertama baris data 212.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi	REPEATED_IN_BOOK	
9	204	Nomen	Lernwortschatz	phrase	die Stadt	die Stadt	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi		
9	204	Nomen	Lernwortschatz	phrase	die Schule	die Schule	MERGE_BOOK_DUPLICATE	Gabungkan dengan rekaman sumber pertama baris data 115.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi	REPEATED_IN_BOOK	
9	204	Nomen	Lernwortschatz	phrase	das Wochenende	das Wochenende	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi		
9	204	Nomen	Lernwortschatz	phrase	das Stadion	das Stadion	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi		
9	204	Nomen	Lernwortschatz	phrase	der Vater	der Vater	MERGE_BOOK_DUPLICATE	Gabungkan dengan rekaman sumber pertama baris data 214.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi	REPEATED_IN_BOOK	
9	204	Nomen	Lernwortschatz	phrase	die Mutter	die Mutter	MERGE_BOOK_DUPLICATE	Gabungkan dengan rekaman sumber pertama baris data 215.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi	REPEATED_IN_BOOK	
9	204	Nomen	Lernwortschatz	phrase	der Freitag	der Freitag	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi		
9	204	Nomen	Lernwortschatz	phrase	die Kirche	die Kirche	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi		
9	204	Nomen	Lernwortschatz	phrase	der Bahnhof	der Bahnhof	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi	REPEATED_IN_BOOK	
9	204	Nomen	Lernwortschatz	phrase	die Schwester	die Schwester	MERGE_BOOK_DUPLICATE	Gabungkan dengan rekaman sumber pertama baris data 219.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi	REPEATED_IN_BOOK	
9	204	Nomen	Lernwortschatz	phrase	die Großeltern	die Großeltern	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi		
9	204	Nomen	Lernwortschatz	phrase	die Katze	die Katze	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi		
9	204	Nomen	Lernwortschatz	phrase	die Nachbarn	die Nachbarn	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi		
9	204	Nomen	Lernwortschatz	phrase	der Chef	der Chef	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi		
9	204	Nomen	Lernwortschatz	phrase	der Hund	der Hund	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi		
9	204	Nomen	Lernwortschatz	phrase	das Restaurant	das Restaurant	MERGE_BOOK_DUPLICATE	Gabungkan dengan rekaman sumber pertama baris data 485.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi	REPEATED_IN_BOOK	
9	204	Nomen	Lernwortschatz	phrase	der Samstag	der Samstag	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi		
9	205	Orte und Erlebnisse	Lernwortschatz	phrase	das Museum	das Museum	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi		
9	205	Orte und Erlebnisse	Lernwortschatz	phrase	das Bild	das Bild	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi		
9	205	Orte und Erlebnisse	Lernwortschatz	phrase	das Foto	das Foto	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi		
9	205	Orte und Erlebnisse	Lernwortschatz	phrase	die Altstadt	die Altstadt	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi		
9	205	Orte und Erlebnisse	Lernwortschatz	phrase	der Ausflug	der Ausflug	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-hobi		
